st_text,ts,sub,frm,email,tag,mid,link
Delivered,16-04-2026 19:43:33,Quick chatbot idea for Chase Patton D.D.S.,geri@smartflowdev.com,info@chasepattondds.com,NA,<202604161743.68834674420@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 19:43:31,Quick chatbot idea for Chase Patton D.D.S.,geri@smartflowdev.com,info@chasepattondds.com,NA,<202604161743.68834674420@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 19:43:00,Noticed something about Moxie Dental's site,geri@smartflowdev.com,frontdesk@moxiedentalmo.com,NA,<202604161742.74698940369@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 19:42:56,Noticed something about Moxie Dental's site,geri@smartflowdev.com,frontdesk@moxiedentalmo.com,NA,<202604161742.74698940369@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 19:42:24,Columbia Healthy Smiles — missing chatbot?,geri@smartflowdev.com,info@columbiahealthysmiles.com,NA,<202604161742.82977775105@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 19:42:22,Columbia Healthy Smiles — missing chatbot?,geri@smartflowdev.com,info@columbiahealthysmiles.com,NA,<202604161742.82977775105@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 19:41:43,Quick chatbot idea for Columbia Center For Dentistry,geri@smartflowdev.com,columbiacenterfordentistryllc@gmail.com,NA,<202604161741.85630160467@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 19:41:42,Quick chatbot idea for Columbia Center For Dentistry,geri@smartflowdev.com,columbiacenterfordentistryllc@gmail.com,NA,<202604161741.85630160467@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 19:41:08,Noticed something about Topeka Oral Surgery's site,geri@smartflowdev.com,zellerbaker@topekaoralsurgery.com,NA,<202604161741.88218349466@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 19:41:05,Noticed something about Topeka Oral Surgery's site,geri@smartflowdev.com,zellerbaker@topekaoralsurgery.com,NA,<202604161741.88218349466@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 19:40:32,iTooth — missing chatbot?,geri@smartflowdev.com,appointments@itooth.net,NA,<202604161740.90185756963@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 19:40:28,iTooth — missing chatbot?,geri@smartflowdev.com,appointments@itooth.net,NA,<202604161740.90185756963@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 19:40:04,Quick chatbot idea for Davis & Miller General,geri@smartflowdev.com,info@ddscolumbia.com,NA,<202604161739.61286851869@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 19:39:49,Quick chatbot idea for Davis & Miller General,geri@smartflowdev.com,info@ddscolumbia.com,NA,<202604161739.61286851869@smtp-relay.mailin.fr>,NA
Unsubscribed,16-04-2026 19:06:21,Re: Quick chatbot idea for Rocky Mountain Dental Care,geri@smartflowdev.com,rockymountaindental@gmail.com,NA,<202604161619.42159213957@smtp-relay.mailin.fr>,NA
Opened,16-04-2026 19:06:02,Re: Quick chatbot idea for Rocky Mountain Dental Care,geri@smartflowdev.com,rockymountaindental@gmail.com,NA,<202604161619.42159213957@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:59:12,Re: Weekend Dental Care Tempe — missing chatbot?,geri@smartflowdev.com,dentalteam@weekend-dentalcare.com,NA,<202604161621.95974420065@smtp-relay.mailin.fr>,NA
Loaded by proxy,16-04-2026 18:50:44,Re: Quick chatbot idea for Ala Moana Dentistry,geri@smartflowdev.com,alamoanadentistry@gmail.com,NA,<202604161627.71113400747@smtp-relay.mailin.fr>,NA
Opened,16-04-2026 18:43:19,Re: Snow Family Dentistry — missing chatbot?,geri@smartflowdev.com,info@snowfamilydentistry.com,NA,<202604161620.29029522428@smtp-relay.mailin.fr>,NA
Unsubscribed,16-04-2026 18:28:03,Re: The Dental Spa — missing chatbot?,geri@smartflowdev.com,hello@thedentalspa.com,NA,<202604161622.44410976764@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:27:54,Re: The Dental Spa — missing chatbot?,geri@smartflowdev.com,hello@thedentalspa.com,NA,<202604161622.44410976764@smtp-relay.mailin.fr>,NA
Soft bounce,16-04-2026 18:27:35,Re: Quick chatbot idea for Family First Dentistry,geri@smartflowdev.com,smiles@familyfirstdentistry.com,NA,<202604161626.97187562519@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:27:33,Re: Noticed something about Ironwood Dental's site,geri@smartflowdev.com,info@ironwooddentalaz.com,NA,<202604161627.20121468528@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:27:32,Re: Noticed something about Ironwood Dental's site,geri@smartflowdev.com,info@ironwooddentalaz.com,NA,<202604161627.20121468528@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:27:29,Re: Quick chatbot idea for Ala Moana Dentistry,geri@smartflowdev.com,alamoanadentistry@gmail.com,NA,<202604161627.71113400747@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:27:28,Re: Boulder Canyon Dental — missing chatbot?,geri@smartflowdev.com,frontdesk@bouldercanyondental.com,NA,<202604161627.71017260885@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:27:27,Re: Boulder Canyon Dental — missing chatbot?,geri@smartflowdev.com,frontdesk@bouldercanyondental.com,NA,<202604161627.71017260885@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:27:24,Re: Quick chatbot idea for Broadmoor Dental,geri@smartflowdev.com,broadmoordental@mydentalmail.com,NA,<202604161627.88941712927@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:27:21,Re: Quick chatbot idea for Broadmoor Dental,geri@smartflowdev.com,broadmoordental@mydentalmail.com,NA,<202604161627.88941712927@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:27:21,Re: Kaimuki Dental Group LLC — missing chatbot?,geri@smartflowdev.com,frontdesk@kaimukidentalgroup.com,NA,<202604161627.17920478112@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:27:17,Re: Quick chatbot idea for Ala Moana Dentistry,geri@smartflowdev.com,alamoanadentistry@gmail.com,NA,<202604161627.71113400747@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:27:16,Re: Quick chatbot idea for Ala Moana Dentistry,geri@smartflowdev.com,alamoanadentistry@gmail.com,NA,<202604161627.71113400747@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:27:12,Re: Noticed something about All Star Dental Care's site,geri@smartflowdev.com,allstardentalimplant@gmail.com,NA,<202604161627.87208969143@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:27:11,Re: Noticed something about All Star Dental Care's site,geri@smartflowdev.com,allstardentalimplant@gmail.com,NA,<202604161627.87208969143@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:27:06,Re: Kaimuki Dental Group LLC — missing chatbot?,geri@smartflowdev.com,frontdesk@kaimukidentalgroup.com,NA,<202604161627.17920478112@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:27:01,Re: Noticed something about Kaizen Dental Center's site,geri@smartflowdev.com,info@kaizendentalhawaii.com,NA,<202604161626.85536925919@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:27:01,Re: Quick chatbot idea for Barkley Boulevard Dental Care,geri@smartflowdev.com,barkley.dental@comcast.net,NA,<202604161627.71230737636@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:58,Re: Noticed something about Kaizen Dental Center's site,geri@smartflowdev.com,info@kaizendentalhawaii.com,NA,<202604161626.85536925919@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:56,Re: Noticed something about Kaizen Dental Center's site,geri@smartflowdev.com,info@kaizendentalhawaii.com,NA,<202604161626.85536925919@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:53,Re: Hawaii Dental Clinic — missing chatbot?,geri@smartflowdev.com,info@hawaiidentalsmiles.com,NA,<202604161626.44330325348@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:50,Re: Hawaii Dental Clinic — missing chatbot?,geri@smartflowdev.com,info@hawaiidentalsmiles.com,NA,<202604161626.44330325348@smtp-relay.mailin.fr>,NA
Hard bounce,16-04-2026 18:26:47,Re: Quick chatbot idea for Hawaii Family Dental,geri@smartflowdev.com,honolulu@hawaiifamilydental.com,NA,<202604161626.14204331250@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:46,Re: Quick chatbot idea for Hawaii Family Dental,geri@smartflowdev.com,honolulu@hawaiifamilydental.com,NA,<202604161626.14204331250@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:40,Re: Noticed something about Alaska Smiles's site,geri@smartflowdev.com,aksmilesdentist@gmail.com,NA,<202604161626.33000434427@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:39,Re: Noticed something about Alaska Smiles's site,geri@smartflowdev.com,aksmilesdentist@gmail.com,NA,<202604161626.33000434427@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:38,Re: Peak Health Dentistry at — missing chatbot?,geri@smartflowdev.com,schedule@peakhealthdentistry.com,NA,<202604161626.93737010278@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:34,Re: Peak Health Dentistry at — missing chatbot?,geri@smartflowdev.com,schedule@peakhealthdentistry.com,NA,<202604161626.93737010278@smtp-relay.mailin.fr>,NA
Deferred,16-04-2026 18:26:32,Re: Quick chatbot idea for Family First Dentistry,geri@smartflowdev.com,smiles@familyfirstdentistry.com,NA,<202604161626.97187562519@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:29,Re: Quick chatbot idea for Family First Dentistry,geri@smartflowdev.com,smiles@familyfirstdentistry.com,NA,<202604161626.97187562519@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:25,Re: Noticed something about Bayview Dental's site,geri@smartflowdev.com,bvdental227@gmail.com,NA,<202604161626.82742088938@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:24,Re: Noticed something about Bayview Dental's site,geri@smartflowdev.com,bvdental227@gmail.com,NA,<202604161626.82742088938@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:20,Re: Creekside Dental Care — missing chatbot?,geri@smartflowdev.com,reception@creeksidewa.com,NA,<202604161626.11819659297@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:20,Re: Creekside Dental Care — missing chatbot?,geri@smartflowdev.com,reception@creeksidewa.com,NA,<202604161626.11819659297@smtp-relay.mailin.fr>,NA
Soft bounce,16-04-2026 18:26:14,Re: Quick chatbot idea for South Anchorage Dental Center,geri@smartflowdev.com,xxx@xxx.com,NA,<202604161626.97565866632@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:13,Re: Quick chatbot idea for South Anchorage Dental Center,geri@smartflowdev.com,xxx@xxx.com,NA,<202604161626.97565866632@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:13,Re: Noticed something about CE Family Dental North's site,geri@smartflowdev.com,bhamoffice@cefamilydental.com,NA,<202604161626.81347552616@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:08,Re: Noticed something about CE Family Dental North's site,geri@smartflowdev.com,bhamoffice@cefamilydental.com,NA,<202604161626.81347552616@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:05,Re: The Local Dentist — missing chatbot?,geri@smartflowdev.com,info@localdentistbellingham.com,NA,<202604161626.80889658122@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:26:03,Re: The Local Dentist — missing chatbot?,geri@smartflowdev.com,info@localdentistbellingham.com,NA,<202604161626.80889658122@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:26:03,Re: Quick chatbot idea for Bellingham Family Dentistry,geri@smartflowdev.com,info@bellinghamfamilydentistry.com,NA,<202604161625.22138484784@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:58,Re: Quick chatbot idea for Bellingham Family Dentistry,geri@smartflowdev.com,info@bellinghamfamilydentistry.com,NA,<202604161625.22138484784@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:58,Re: Noticed something about Northside Dental Care's site,geri@smartflowdev.com,drmcrory@northsidedentalcare.net,NA,<202604161625.67653311727@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:54,Re: Noticed something about Northside Dental Care's site,geri@smartflowdev.com,drmcrory@northsidedentalcare.net,NA,<202604161625.67653311727@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:50,Re: Dorsch Family Dental — missing chatbot?,geri@smartflowdev.com,front-desk@dorschfamilydental.com,NA,<202604161625.44056998120@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:48,Re: Dorsch Family Dental — missing chatbot?,geri@smartflowdev.com,front-desk@dorschfamilydental.com,NA,<202604161625.44056998120@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:46,Re: Quick chatbot idea for Sagawa NW Dentistry,geri@smartflowdev.com,info@sagawanw.com,NA,<202604161625.31452656367@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:25:45,Re: Roots Dental — missing chatbot?,geri@smartflowdev.com,connect@bhamrd.com,NA,<202604161625.64483559161@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:42,Re: Quick chatbot idea for Sagawa NW Dentistry,geri@smartflowdev.com,info@sagawanw.com,NA,<202604161625.31452656367@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:41,Re: Roots Dental — missing chatbot?,geri@smartflowdev.com,connect@bhamrd.com,NA,<202604161625.64483559161@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:38,Re: Noticed something about Bellingham Bay Dental's site,geri@smartflowdev.com,info@bellinghambaydental.com,NA,<202604161625.92509237413@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:37,Re: Noticed something about Bellingham Bay Dental's site,geri@smartflowdev.com,info@bellinghambaydental.com,NA,<202604161625.92509237413@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:32,Re: Roots Dental — missing chatbot?,geri@smartflowdev.com,connect@bhamrd.com,NA,<202604161625.64483559161@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:28,Re: Quick chatbot idea for Westside Dental,geri@smartflowdev.com,info@drwinterdentistry.com,NA,<202604161625.11340704094@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:27,Re: Quick chatbot idea for Westside Dental,geri@smartflowdev.com,info@drwinterdentistry.com,NA,<202604161625.11340704094@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:23,Re: Tacoma Advanced Dental — missing chatbot?,geri@smartflowdev.com,info@tacomaadvanced.com,NA,<202604161624.30687820008@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:23,Re: Noticed something about Olympia Dental Center's site,geri@smartflowdev.com,odc.1840@gmail.com,NA,<202604161625.51392537884@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:22,Re: Noticed something about Olympia Dental Center's site,geri@smartflowdev.com,odc.1840@gmail.com,NA,<202604161625.51392537884@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:25:22,Re: Boulder Smile Design — missing chatbot?,geri@smartflowdev.com,bouldersmiledesign@gmail.com,NA,<202604161619.66817763970@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:25:21,Re: Quick chatbot idea for Waterplace Dental,geri@smartflowdev.com,reception@waterplacedental.com,NA,<202604161625.59874990523@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:18,Re: Access Dental — missing chatbot?,geri@smartflowdev.com,info@accessdentaloly.com,NA,<202604161625.69758805709@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:17,Re: Access Dental — missing chatbot?,geri@smartflowdev.com,info@accessdentaloly.com,NA,<202604161625.69758805709@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:16,Re: Quick chatbot idea for Waterplace Dental,geri@smartflowdev.com,reception@waterplacedental.com,NA,<202604161625.59874990523@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:25:15,Re: Noticed something about Broadway Family & Cosmetic's site,geri@smartflowdev.com,dr.aprillenelson@gmail.com,NA,<202604161618.64595013154@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:13,Re: Noticed something about Advanced Dental Care's site,geri@smartflowdev.com,frontdesk@thetacomadentist.com,NA,<202604161625.94466890046@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:11,Re: Quick chatbot idea for Waterplace Dental,geri@smartflowdev.com,reception@waterplacedental.com,NA,<202604161625.59874990523@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:06,Re: Noticed something about Advanced Dental Care's site,geri@smartflowdev.com,frontdesk@thetacomadentist.com,NA,<202604161625.94466890046@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:25:02,Re: Tacoma Dental Group — missing chatbot?,geri@smartflowdev.com,tacomadentalgroup@gmail.com,NA,<202604161625.30071451584@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:25:01,Re: Tacoma Dental Group — missing chatbot?,geri@smartflowdev.com,tacomadentalgroup@gmail.com,NA,<202604161625.30071451584@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:57,Re: Quick chatbot idea for Bend Dental Wellness,geri@smartflowdev.com,info@benddentalwellness.com,NA,<202604161624.72240782746@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:56,Re: Quick chatbot idea for Bend Dental Wellness,geri@smartflowdev.com,info@benddentalwellness.com,NA,<202604161624.72240782746@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:55,Re: Noticed something about Barrett Family Dental of's site,geri@smartflowdev.com,info@barrett-dental.com,NA,<202604161624.13241316515@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:51,Re: Noticed something about Barrett Family Dental of's site,geri@smartflowdev.com,info@barrett-dental.com,NA,<202604161624.13241316515@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:45,Re: Tacoma Advanced Dental — missing chatbot?,geri@smartflowdev.com,info@tacomaadvanced.com,NA,<202604161624.30687820008@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:42,Re: Quick chatbot idea for Cascadia Family Dental,geri@smartflowdev.com,info@cascadiafamilydental.com,NA,<202604161624.57883213889@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:41,Re: Quick chatbot idea for Cascadia Family Dental,geri@smartflowdev.com,info@cascadiafamilydental.com,NA,<202604161624.57883213889@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:40,Re: Noticed something about Mill Point Dental Center's site,geri@smartflowdev.com,admin@millpointdental.com,NA,<202604161624.93716124491@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:37,Re: Noticed something about Mill Point Dental Center's site,geri@smartflowdev.com,admin@millpointdental.com,NA,<202604161624.93716124491@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:37,Re: Drew Family Dentistry — missing chatbot?,geri@smartflowdev.com,info@nwxdental.com,NA,<202604161624.42860352776@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:30,Re: Drew Family Dentistry — missing chatbot?,geri@smartflowdev.com,info@nwxdental.com,NA,<202604161624.42860352776@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:29,Re: Quick chatbot idea for Dr. Margaret Giruc,geri@smartflowdev.com,mailbox@drgiruc.com,NA,<202604161624.11144445513@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:25,Re: Quick chatbot idea for Dr. Margaret Giruc,geri@smartflowdev.com,mailbox@drgiruc.com,NA,<202604161624.11144445513@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:23,Re: Noticed something about Skyline Dental's site,geri@smartflowdev.com,info@skylinedentalbend.com,NA,<202604161624.64850136699@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:19,Re: Noticed something about Skyline Dental's site,geri@smartflowdev.com,info@skylinedentalbend.com,NA,<202604161624.64850136699@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:17,Re: Smith and Emerick Family — missing chatbot?,geri@smartflowdev.com,info@ksfamilydentist.com,NA,<202604161624.94079275160@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:15,Re: Smith and Emerick Family — missing chatbot?,geri@smartflowdev.com,info@ksfamilydentist.com,NA,<202604161624.94079275160@smtp-relay.mailin.fr>,NA
Soft bounce,16-04-2026 18:24:10,Re: Quick chatbot idea for Butler Family Dental,geri@smartflowdev.com,485-6123emailinfo@mydentisteugene.comaddress,NA,<202604161624.15562977929@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:09,Re: Quick chatbot idea for Butler Family Dental,geri@smartflowdev.com,485-6123emailinfo@mydentisteugene.comaddress,NA,<202604161624.15562977929@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:06,Re: Noticed something about Crown Point Dental Care's site,geri@smartflowdev.com,crownpointdentalcare@mydentalmail.com,NA,<202604161624.94668027716@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:24:04,Re: Noticed something about Crown Point Dental Care's site,geri@smartflowdev.com,crownpointdentalcare@mydentalmail.com,NA,<202604161624.94668027716@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:24:02,Re: Willis Dental — missing chatbot?,geri@smartflowdev.com,office@willisdental.net,NA,<202604161623.48526516522@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:23:59,Re: Salem Family and Cosmetic — missing chatbot?,geri@smartflowdev.com,info@salemdentistry.net,NA,<202604161623.98414378622@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:59,Re: Willis Dental — missing chatbot?,geri@smartflowdev.com,office@willisdental.net,NA,<202604161623.48526516522@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:55,Re: Quick chatbot idea for Torghele and Schmid Dental,geri@smartflowdev.com,torghele@yahoo.com,NA,<202604161623.41987405796@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:53,Re: Quick chatbot idea for Torghele and Schmid Dental,geri@smartflowdev.com,torghele@yahoo.com,NA,<202604161623.41987405796@smtp-relay.mailin.fr>,NA
Hard bounce,16-04-2026 18:23:50,Re: Noticed something about Roots Dental & Dental's site,geri@smartflowdev.com,help@arvory.com,NA,<202604161623.12335682354@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:49,Re: Noticed something about Roots Dental & Dental's site,geri@smartflowdev.com,help@arvory.com,NA,<202604161623.12335682354@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:49,Re: Salem Family and Cosmetic — missing chatbot?,geri@smartflowdev.com,info@salemdentistry.net,NA,<202604161623.98414378622@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:43,Re: Salem Family and Cosmetic — missing chatbot?,geri@smartflowdev.com,info@salemdentistry.net,NA,<202604161623.98414378622@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:40,Re: Quick chatbot idea for Oak Park Dental,geri@smartflowdev.com,info@salemsmiles.com,NA,<202604161623.14068987101@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:39,Re: Quick chatbot idea for Oak Park Dental,geri@smartflowdev.com,info@salemsmiles.com,NA,<202604161623.14068987101@smtp-relay.mailin.fr>,NA
First opening,16-04-2026 18:23:35,Re: Integrated Family Dentistry — missing chatbot?,geri@smartflowdev.com,drmercedesdelvalle@gmail.com,NA,<202604161623.56527331476@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:35,Re: Noticed something about Eugene Dental Associates's site,geri@smartflowdev.com,eugenedentalassociates@mydentalmail.com,NA,<202604161623.49279591029@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:33,Re: Noticed something about Eugene Dental Associates's site,geri@smartflowdev.com,eugenedentalassociates@mydentalmail.com,NA,<202604161623.49279591029@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:29,Re: Integrated Family Dentistry — missing chatbot?,geri@smartflowdev.com,drmercedesdelvalle@gmail.com,NA,<202604161623.56527331476@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:28,Re: Integrated Family Dentistry — missing chatbot?,geri@smartflowdev.com,drmercedesdelvalle@gmail.com,NA,<202604161623.56527331476@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:24,Re: Quick chatbot idea for Eugene Family Dental,geri@smartflowdev.com,office@eugenefamilydental.com,NA,<202604161623.94756806881@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:22,Re: Quick chatbot idea for Eugene Family Dental,geri@smartflowdev.com,office@eugenefamilydental.com,NA,<202604161623.94756806881@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:18,Re: Noticed something about Eugene Dental Group's site,geri@smartflowdev.com,office@eugenedentalgroup.com,NA,<202604161623.34203395490@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:17,Re: Noticed something about Eugene Dental Group's site,geri@smartflowdev.com,office@eugenedentalgroup.com,NA,<202604161623.34203395490@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:13,Re: Quest Dental — missing chatbot?,geri@smartflowdev.com,info@questdental.com,NA,<202604161623.69732669735@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:12,Re: Quest Dental — missing chatbot?,geri@smartflowdev.com,info@questdental.com,NA,<202604161623.69732669735@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:08,Re: Quick chatbot idea for Pleasant Valley Dental and,geri@smartflowdev.com,pvdsc5742@gmail.com,NA,<202604161623.25250906744@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:07,Re: Quick chatbot idea for Pleasant Valley Dental and,geri@smartflowdev.com,pvdsc5742@gmail.com,NA,<202604161623.25250906744@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:23:03,Re: Noticed something about Knight Family Dentistry's site,geri@smartflowdev.com,office@ssknight.com,NA,<202604161623.28640410284@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:23:02,Re: Noticed something about Knight Family Dentistry's site,geri@smartflowdev.com,office@ssknight.com,NA,<202604161623.28640410284@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:22:58,Re: Mountain View Pediatric Dentistry — missing chatbot?,geri@smartflowdev.com,moosedentistpdm@gmail.com,NA,<202604161622.81774555681@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:22:57,Re: Mountain View Pediatric Dentistry — missing chatbot?,geri@smartflowdev.com,moosedentistpdm@gmail.com,NA,<202604161622.81774555681@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:22:54,Re: Noticed something about McKellPacker Dental's site,geri@smartflowdev.com,info@mckellpackerdental.com,NA,<202604161622.20272674061@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:22:52,Re: Quick chatbot idea for Healy Dental Care,geri@smartflowdev.com,ogden3@platinumdentalservices.com,NA,<202604161622.32240709363@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:22:51,Re: Quick chatbot idea for Healy Dental Care,geri@smartflowdev.com,ogden3@platinumdentalservices.com,NA,<202604161622.32240709363@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:22:46,Re: Noticed something about McKellPacker Dental's site,geri@smartflowdev.com,info@mckellpackerdental.com,NA,<202604161622.20272674061@smtp-relay.mailin.fr>,NA
Delivered,16-04-2026 18:22:42,Re: Advanced Dental Care — missing chatbot?,geri@smartflowdev.com,adcprovo@gmail.com,NA,<202604161622.92641058677@smtp-relay.mailin.fr>,NA
Sent,16-04-2026 18:22:41,Re: Advanced Dental Care — missing chatbot?,geri@smartflowdev.com,adcprovo@gmail.com,NA,<202604161622.92641058677@smtp-relay.mailin.fr>,NA
